Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Wed Mar 18 2015,8:00p,San Antonio Spurs,114,Milwaukee Bucks,103,Box Score,,14831,
Wed Mar 18 2015,8:00p,Boston Celtics,118,Oklahoma City Thunder,122,Box Score,,18203,
Wed Mar 18 2015,10:00p,Los Angeles Clippers,116,Sacramento Kings,105,Box Score,,16785,
Wed Mar 18 2015,10:30p,Atlanta Hawks,95,Golden State Warriors,114,Box Score,,19596,
Wed Mar 18 2015,10:30p,Washington Wizards,88,Utah Jazz,84,Box Score,,19498,
Thu Mar 19 2015,7:30p,Minnesota Timberwolves,95,New York Knicks,92,Box Score,OT,19812,
Thu Mar 19 2015,8:00p,Denver Nuggets,108,Houston Rockets,118,Box Score,,18456,
Thu Mar 19 2015,10:00p,New Orleans Pelicans,72,Phoenix Suns,74,Box Score,,18055,
Thu Mar 19 2015,10:30p,Utah Jazz,80,Los Angeles Lakers,73,Box Score,,17407,
Fri Mar 20 2015,7:00p,Portland Trail Blazers,104,Orlando Magic,111,Box Score,,16203,
Fri Mar 20 2015,7:00p,New York Knicks,81,Philadelphia 76ers,97,Box Score,,10079,
Fri Mar 20 2015,7:30p,Milwaukee Bucks,127,Brooklyn Nets,129,Box Score,3OT,16272,
Fri Mar 20 2015,7:30p,Indiana Pacers,92,Cleveland Cavaliers,95,Box Score,,20562,
Fri Mar 20 2015,7:30p,Denver Nuggets,91,Miami Heat,108,Box Score,,19710,
Fri Mar 20 2015,8:00p,Toronto Raptors,92,Chicago Bulls,108,Box Score,,21998,
Fri Mar 20 2015,8:00p,Atlanta Hawks,115,Oklahoma City Thunder,123,Box Score,,18203,
Fri Mar 20 2015,8:30p,Memphis Grizzlies,112,Dallas Mavericks,101,Box Score,,20399,
Fri Mar 20 2015,8:30p,Boston Celtics,89,San Antonio Spurs,101,Box Score,,18581,
Fri Mar 20 2015,10:00p,Charlotte Hornets,91,Sacramento Kings,101,Box Score,,16799,
Fri Mar 20 2015,10:30p,New Orleans Pelicans,96,Golden State Warriors,112,Box Score,,19596,
Fri Mar 20 2015,10:30p,Washington Wizards,99,Los Angeles Clippers,113,Box Score,,19218,
Sat Mar 21 2015,7:00p,Brooklyn Nets,123,Indiana Pacers,111,Box Score,,16453,
Sat Mar 21 2015,7:30p,Chicago Bulls,91,Detroit Pistons,107,Box Score,,20347,
Sat Mar 21 2015,8:00p,Phoenix Suns,117,Houston Rockets,102,Box Score,,18340,
Sat Mar 21 2015,8:00p,Portland Trail Blazers,86,Memphis Grizzlies,97,Box Score,,17898,
Sat Mar 21 2015,10:30p,Utah Jazz,91,Golden State Warriors,106,Box Score,,19596,
Sun Mar 22 2015,3:00p,San Antonio Spurs,114,Atlanta Hawks,95,Box Score,,19193,
Sun Mar 22 2015,3:00p,Cleveland Cavaliers,108,Milwaukee Bucks,90,Box Score,,16687,
Sun Mar 22 2015,3:00p,Miami Heat,75,Oklahoma City Thunder,93,Box Score,,18203,
Sun Mar 22 2015,3:30p,New Orleans Pelicans,100,Los Angeles Clippers,107,Box Score,,19299,
Sun Mar 22 2015,4:00p,New York Knicks,89,Toronto Raptors,106,Box Score,,19800,
Sun Mar 22 2015,6:00p,Detroit Pistons,105,Boston Celtics,97,Box Score,OT,18624,
Sun Mar 22 2015,6:00p,Denver Nuggets,119,Orlando Magic,100,Box Score,,15788,
Sun Mar 22 2015,6:00p,Washington Wizards,86,Sacramento Kings,109,Box Score,,17008,
Sun Mar 22 2015,7:00p,Charlotte Hornets,109,Minnesota Timberwolves,98,Box Score,,15262,
Sun Mar 22 2015,9:00p,Dallas Mavericks,92,Phoenix Suns,98,Box Score,,17435,
Sun Mar 22 2015,9:30p,Philadelphia 76ers,87,Los Angeles Lakers,101,Box Score,,17891,
Mon Mar 23 2015,7:00p,Houston Rockets,110,Indiana Pacers,100,Box Score,,16201,
Mon Mar 23 2015,7:30p,Boston Celtics,110,Brooklyn Nets,91,Box Score,,16814,
Mon Mar 23 2015,7:30p,Memphis Grizzlies,103,New York Knicks,82,Box Score,,19812,
Mon Mar 23 2015,8:00p,Charlotte Hornets,86,Chicago Bulls,98,Box Score,,21646,
Mon Mar 23 2015,9:00p,Minnesota Timberwolves,106,Utah Jazz,104,Box Score,OT,19911,
Mon Mar 23 2015,10:30p,Washington Wizards,76,Golden State Warriors,107,Box Score,,19596,
Tue Mar 24 2015,7:30p,Toronto Raptors,104,Detroit Pistons,108,Box Score,,14420,
Tue Mar 24 2015,8:00p,San Antonio Spurs,94,Dallas Mavericks,101,Box Score,,20328,
Tue Mar 24 2015,8:00p,Miami Heat,88,Milwaukee Bucks,89,Box Score,,12313,
Tue Mar 24 2015,8:00p,Los Angeles Lakers,117,Oklahoma City Thunder,127,Box Score,,18203,
Tue Mar 24 2015,10:00p,Philadelphia 76ers,106,Sacramento Kings,107,Box Score,,16636,
Tue Mar 24 2015,10:30p,Golden State Warriors,122,Portland Trail Blazers,108,Box Score,,19985,
Wed Mar 25 2015,7:00p,Brooklyn Nets,91,Charlotte Hornets,88,Box Score,,15091,
Wed Mar 25 2015,7:00p,Los Angeles Clippers,111,New York Knicks,80,Box Score,,19812,
Wed Mar 25 2015,7:00p,Atlanta Hawks,95,Orlando Magic,83,Box Score,,17224,
Wed Mar 25 2015,7:00p,Chicago Bulls,116,Toronto Raptors,103,Box Score,,19800,
Wed Mar 25 2015,7:00p,Indiana Pacers,103,Washington Wizards,101,Box Score,,18514,
Wed Mar 25 2015,7:30p,Miami Heat,93,Boston Celtics,86,Box Score,,18624,
Wed Mar 25 2015,8:00p,Cleveland Cavaliers,111,Memphis Grizzlies,89,Box Score,,18119,
Wed Mar 25 2015,8:00p,Los Angeles Lakers,101,Minnesota Timberwolves,99,Box Score,OT,13438,
Wed Mar 25 2015,8:00p,Houston Rockets,95,New Orleans Pelicans,93,Box Score,,17077,
Wed Mar 25 2015,9:00p,Philadelphia 76ers,99,Denver Nuggets,85,Box Score,,14068,
Wed Mar 25 2015,9:00p,Portland Trail Blazers,92,Utah Jazz,89,Box Score,,19911,
Wed Mar 25 2015,9:30p,Oklahoma City Thunder,91,San Antonio Spurs,130,Box Score,,18581,
Wed Mar 25 2015,10:00p,Sacramento Kings,108,Phoenix Suns,99,Box Score,,17589,
Thu Mar 26 2015,8:00p,Indiana Pacers,107,Milwaukee Bucks,111,Box Score,,15366,
Fri Mar 27 2015,7:00p,Detroit Pistons,111,Orlando Magic,97,Box Score,,16427,
Fri Mar 27 2015,7:00p,Los Angeles Clippers,119,Philadelphia 76ers,98,Box Score,,16070,
Fri Mar 27 2015,7:00p,Charlotte Hornets,107,Washington Wizards,110,Box Score,2OT,18441,
Fri Mar 27 2015,7:30p,Miami Heat,86,Atlanta Hawks,99,Box Score,,19233,
Fri Mar 27 2015,7:30p,Cleveland Cavaliers,98,Brooklyn Nets,106,Box Score,,17732,
Fri Mar 27 2015,7:30p,Boston Celtics,96,New York Knicks,92,Box Score,,19812,
Fri Mar 27 2015,7:30p,Los Angeles Lakers,83,Toronto Raptors,94,Box Score,,19800,
Fri Mar 27 2015,8:00p,Minnesota Timberwolves,110,Houston Rockets,120,Box Score,,18322,
Fri Mar 27 2015,8:00p,Golden State Warriors,107,Memphis Grizzlies,84,Box Score,,18119,
Fri Mar 27 2015,8:00p,Sacramento Kings,88,New Orleans Pelicans,102,Box Score,,17669,
Fri Mar 27 2015,8:30p,Dallas Mavericks,76,San Antonio Spurs,94,Box Score,,18581,
Fri Mar 27 2015,9:00p,Utah Jazz,91,Denver Nuggets,107,Box Score,,15312,
Fri Mar 27 2015,10:00p,Portland Trail Blazers,87,Phoenix Suns,81,Box Score,,17219,
Sat Mar 28 2015,7:00p,Atlanta Hawks,100,Charlotte Hornets,115,Box Score,,19122,
Sat Mar 28 2015,8:00p,New York Knicks,80,Chicago Bulls,111,Box Score,,22152,
Sat Mar 28 2015,8:30p,Golden State Warriors,108,Milwaukee Bucks,95,Box Score,,18717,
Sat Mar 28 2015,9:00p,Oklahoma City Thunder,89,Utah Jazz,94,Box Score,,19911,
Sat Mar 28 2015,10:00p,Denver Nuggets,114,Portland Trail Blazers,120,Box Score,,19769,
Sun Mar 29 2015,12:30p,Houston Rockets,99,Washington Wizards,91,Box Score,,20356,
Sun Mar 29 2015,3:30p,Los Angeles Lakers,99,Brooklyn Nets,107,Box Score,,17732,
Sun Mar 29 2015,4:00p,Minnesota Timberwolves,88,New Orleans Pelicans,110,Box Score,,17576,
Sun Mar 29 2015,4:30p,Philadelphia 76ers,86,Cleveland Cavaliers,87,Box Score,,20562,
Sun Mar 29 2015,6:00p,Los Angeles Clippers,119,Boston Celtics,106,Box Score,,18624,
Sun Mar 29 2015,6:00p,Detroit Pistons,102,Miami Heat,109,Box Score,,19685,
Sun Mar 29 2015,7:00p,Dallas Mavericks,99,Indiana Pacers,104,Box Score,,17358,
Sun Mar 29 2015,7:00p,Memphis Grizzlies,89,San Antonio Spurs,103,Box Score,,18581,
Sun Mar 29 2015,9:00p,Oklahoma City Thunder,109,Phoenix Suns,97,Box Score,,17538,
Mon Mar 30 2015,7:00p,Boston Celtics,116,Charlotte Hornets,104,Box Score,,15140,
Mon Mar 30 2015,7:00p,Los Angeles Lakers,113,Philadelphia 76ers,111,Box Score,OT,13501,
Mon Mar 30 2015,7:30p,Milwaukee Bucks,88,Atlanta Hawks,101,Box Score,,18453,
Mon Mar 30 2015,7:30p,Houston Rockets,96,Toronto Raptors,99,Box Score,,19800,
Mon Mar 30 2015,8:00p,Sacramento Kings,83,Memphis Grizzlies,97,Box Score,,17218,
Mon Mar 30 2015,8:00p,Utah Jazz,104,Minnesota Timberwolves,84,Box Score,,12229,
Mon Mar 30 2015,10:00p,Phoenix Suns,86,Portland Trail Blazers,109,Box Score,,19441,
Tue Mar 31 2015,7:30p,Indiana Pacers,106,Brooklyn Nets,111,Box Score,,16756,
Tue Mar 31 2015,7:30p,Atlanta Hawks,95,Detroit Pistons,105,Box Score,,14242,
Tue Mar 31 2015,8:00p,San Antonio Spurs,95,Miami Heat,81,Box Score,,20047,
Tue Mar 31 2015,10:30p,Golden State Warriors,110,Los Angeles Clippers,106,Box Score,,19601,
Wed Apr 1 2015,7:00p,Detroit Pistons,78,Charlotte Hornets,102,Box Score,,15372,
Wed Apr 1 2015,7:00p,San Antonio Spurs,103,Orlando Magic,91,Box Score,,17229,
Wed Apr 1 2015,7:00p,Philadelphia 76ers,93,Washington Wizards,106,Box Score,,17501,
Wed Apr 1 2015,7:30p,Indiana Pacers,87,Boston Celtics,100,Box Score,,18624,
Wed Apr 1 2015,7:30p,Brooklyn Nets,100,New York Knicks,98,Box Score,,19812,
Wed Apr 1 2015,8:00p,Sacramento Kings,111,Houston Rockets,115,Box Score,,18312,
Wed Apr 1 2015,8:00p,Chicago Bulls,91,Milwaukee Bucks,95,Box Score,,15215,
Wed Apr 1 2015,8:00p,Toronto Raptors,113,Minnesota Timberwolves,99,Box Score,,12699,
Wed Apr 1 2015,8:00p,Dallas Mavericks,135,Oklahoma City Thunder,131,Box Score,,18203,
Wed Apr 1 2015,9:00p,Denver Nuggets,84,Utah Jazz,98,Box Score,,18275,
Wed Apr 1 2015,10:00p,Los Angeles Clippers,126,Portland Trail Blazers,122,Box Score,,19639,
Wed Apr 1 2015,10:30p,New Orleans Pelicans,113,Los Angeles Lakers,92,Box Score,,17165,
Thu Apr 2 2015,8:00p,Miami Heat,88,Cleveland Cavaliers,114,Box Score,,20562,
Thu Apr 2 2015,8:30p,Houston Rockets,108,Dallas Mavericks,101,Box Score,,20062,
Thu Apr 2 2015,10:30p,Phoenix Suns,106,Golden State Warriors,107,Box Score,,19596,
Fri Apr 3 2015,7:00p,Charlotte Hornets,74,Indiana Pacers,93,Box Score,,18165,
Fri Apr 3 2015,7:00p,New York Knicks,87,Washington Wizards,101,Box Score,,19389,
Fri Apr 3 2015,7:30p,Milwaukee Bucks,110,Boston Celtics,101,Box Score,,18624,
Fri Apr 3 2015,7:30p,Toronto Raptors,109,Brooklyn Nets,114,Box Score,,17732,
Fri Apr 3 2015,8:00p,Detroit Pistons,82,Chicago Bulls,88,Box Score,,22058,
Fri Apr 3 2015,8:00p,Oklahoma City Thunder,92,Memphis Grizzlies,100,Box Score,,18119,
Fri Apr 3 2015,8:00p,Orlando Magic,97,Minnesota Timberwolves,84,Box Score,,18334,
Fri Apr 3 2015,8:30p,Denver Nuggets,93,San Antonio Spurs,123,Box Score,,18581,
Fri Apr 3 2015,10:00p,New Orleans Pelicans,101,Sacramento Kings,95,Box Score,,17021,
Fri Apr 3 2015,10:30p,Portland Trail Blazers,107,Los Angeles Lakers,77,Box Score,,18997,
Sat Apr 4 2015,7:00p,Philadelphia 76ers,91,Charlotte Hornets,92,Box Score,,17286,
Sat Apr 4 2015,7:30p,Brooklyn Nets,99,Atlanta Hawks,131,Box Score,,18769,
Sat Apr 4 2015,7:30p,Miami Heat,98,Detroit Pistons,99,Box Score,,16133,
Sat Apr 4 2015,7:30p,Boston Celtics,117,Toronto Raptors,116,Box Score,OT,19800,
Sat Apr 4 2015,8:00p,Washington Wizards,92,Memphis Grizzlies,83,Box Score,,18119,
Sat Apr 4 2015,8:30p,Golden State Warriors,123,Dallas Mavericks,110,Box Score,,20407,
Sat Apr 4 2015,8:30p,Orlando Magic,97,Milwaukee Bucks,90,Box Score,,14090,
Sat Apr 4 2015,9:00p,Los Angeles Clippers,107,Denver Nuggets,92,Box Score,,15566,
Sat Apr 4 2015,10:00p,Utah Jazz,85,Phoenix Suns,87,Box Score,,18055,
Sat Apr 4 2015,10:00p,New Orleans Pelicans,90,Portland Trail Blazers,99,Box Score,,19781,
Sun Apr 5 2015,1:00p,Houston Rockets,115,Oklahoma City Thunder,112,Box Score,,18203,
Sun Apr 5 2015,3:30p,Chicago Bulls,94,Cleveland Cavaliers,99,Box Score,,20562,
Sun Apr 5 2015,6:00p,Miami Heat,89,Indiana Pacers,112,Box Score,,18165,
Sun Apr 5 2015,7:00p,Golden State Warriors,92,San Antonio Spurs,107,Box Score,,18581,
Sun Apr 5 2015,7:30p,Philadelphia 76ers,91,New York Knicks,101,Box Score,,19812,
Sun Apr 5 2015,9:00p,Utah Jazz,101,Sacramento Kings,95,Box Score,,16716,
Sun Apr 5 2015,9:30p,Los Angeles Clippers,106,Los Angeles Lakers,78,Box Score,,18997,
Mon Apr 6 2015,7:00p,Portland Trail Blazers,96,Brooklyn Nets,106,Box Score,,17416,
Tue Apr 7 2015,7:30p,Phoenix Suns,69,Atlanta Hawks,96,Box Score,,18650,
Tue Apr 7 2015,7:30p,Charlotte Hornets,100,Miami Heat,105,Box Score,,19694,
Tue Apr 7 2015,8:00p,Golden State Warriors,100,New Orleans Pelicans,103,Box Score,,18097,
Tue Apr 7 2015,8:00p,San Antonio Spurs,113,Oklahoma City Thunder,88,Box Score,,18203,
Tue Apr 7 2015,10:00p,Minnesota Timberwolves,111,Sacramento Kings,116,Box Score,,16770,
Tue Apr 7 2015,10:30p,Los Angeles Lakers,100,Los Angeles Clippers,105,Box Score,,19438,
Wed Apr 8 2015,7:00p,Toronto Raptors,92,Charlotte Hornets,74,Box Score,,15593,
Wed Apr 8 2015,7:00p,Boston Celtics,113,Detroit Pistons,103,Box Score,,14284,
Wed Apr 8 2015,7:00p,Chicago Bulls,103,Orlando Magic,105,Box Score,,18249,
Wed Apr 8 2015,7:00p,Washington Wizards,119,Philadelphia 76ers,90,Box Score,,12611,
Wed Apr 8 2015,7:30p,Atlanta Hawks,114,Brooklyn Nets,111,Box Score,,17732,
Wed Apr 8 2015,7:30p,Indiana Pacers,102,New York Knicks,86,Box Score,,19812,
Wed Apr 8 2015,8:00p,New Orleans Pelicans,74,Memphis Grizzlies,110,Box Score,,17518,
Wed Apr 8 2015,8:00p,Cleveland Cavaliers,104,Milwaukee Bucks,99,Box Score,,14629,
Wed Apr 8 2015,8:30p,Houston Rockets,98,San Antonio Spurs,110,Box Score,,18581,
Wed Apr 8 2015,9:00p,Los Angeles Lakers,101,Denver Nuggets,119,Box Score,,13338,
Wed Apr 8 2015,9:00p,Sacramento Kings,91,Utah Jazz,103,Box Score,,18351,
Wed Apr 8 2015,9:30p,Phoenix Suns,104,Dallas Mavericks,107,Box Score,,20262,
Wed Apr 8 2015,10:00p,Minnesota Timberwolves,91,Portland Trail Blazers,116,Box Score,,19499,
Thu Apr 9 2015,8:00p,Chicago Bulls,89,Miami Heat,78,Box Score,,19641,
Thu Apr 9 2015,10:30p,Portland Trail Blazers,105,Golden State Warriors,116,Box Score,,19596,
Fri Apr 10 2015,7:00p,Toronto Raptors,101,Orlando Magic,99,Box Score,,16227,
Fri Apr 10 2015,7:30p,Charlotte Hornets,80,Atlanta Hawks,104,Box Score,,18462,
Fri Apr 10 2015,7:30p,Washington Wizards,80,Brooklyn Nets,117,Box Score,,17732,
Fri Apr 10 2015,7:30p,Boston Celtics,99,Cleveland Cavaliers,90,Box Score,,20562,
Fri Apr 10 2015,7:30p,Indiana Pacers,107,Detroit Pistons,103,Box Score,,18561,
Fri Apr 10 2015,7:30p,Milwaukee Bucks,99,New York Knicks,91,Box Score,,19812,
Fri Apr 10 2015,8:00p,San Antonio Spurs,104,Houston Rockets,103,Box Score,,18457,
Fri Apr 10 2015,8:00p,Phoenix Suns,75,New Orleans Pelicans,90,Box Score,,17954,
Fri Apr 10 2015,8:00p,Sacramento Kings,103,Oklahoma City Thunder,116,Box Score,,18203,
Fri Apr 10 2015,9:00p,Dallas Mavericks,144,Denver Nuggets,143,Box Score,2OT,14041,
Fri Apr 10 2015,9:00p,Memphis Grizzlies,89,Utah Jazz,88,Box Score,,18873,
Fri Apr 10 2015,10:30p,Minnesota Timberwolves,98,Los Angeles Lakers,106,Box Score,,17880,
Sat Apr 11 2015,7:00p,New York Knicks,80,Orlando Magic,79,Box Score,,17207,
Sat Apr 11 2015,7:30p,Toronto Raptors,107,Miami Heat,104,Box Score,,19689,
Sat Apr 11 2015,8:00p,Philadelphia 76ers,107,Chicago Bulls,114,Box Score,,22273,
Sat Apr 11 2015,10:00p,Memphis Grizzlies,86,Los Angeles Clippers,94,Box Score,,19401,
Sat Apr 11 2015,10:00p,Utah Jazz,111,Portland Trail Blazers,105,Box Score,,19908,
Sat Apr 11 2015,10:30p,Minnesota Timberwolves,101,Golden State Warriors,110,Box Score,,19596,
Sun Apr 12 2015,3:00p,Cleveland Cavaliers,78,Boston Celtics,117,Box Score,,18624,
Sun Apr 12 2015,3:00p,Brooklyn Nets,73,Milwaukee Bucks,96,Box Score,,16504,
Sun Apr 12 2015,3:30p,Charlotte Hornets,77,Detroit Pistons,116,Box Score,,17297,
Sun Apr 12 2015,5:00p,Sacramento Kings,111,Denver Nuggets,122,Box Score,,14004,
Sun Apr 12 2015,6:00p,Oklahoma City Thunder,104,Indiana Pacers,116,Box Score,,18165,
Sun Apr 12 2015,6:00p,Atlanta Hawks,99,Washington Wizards,108,Box Score,,19041,
Sun Apr 12 2015,7:00p,New Orleans Pelicans,114,Houston Rockets,121,Box Score,,18318,
Sun Apr 12 2015,7:00p,Phoenix Suns,91,San Antonio Spurs,107,Box Score,,18581,
Sun Apr 12 2015,9:30p,Dallas Mavericks,120,Los Angeles Lakers,106,Box Score,,18071,
Mon Apr 13 2015,7:00p,Houston Rockets,100,Charlotte Hornets,90,Box Score,,15797,
Mon Apr 13 2015,7:00p,Detroit Pistons,97,Cleveland Cavaliers,109,Box Score,,20562,
Mon Apr 13 2015,7:00p,Milwaukee Bucks,107,Philadelphia 76ers,97,Box Score,,10598,
Mon Apr 13 2015,7:30p,New York Knicks,112,Atlanta Hawks,108,Box Score,,18265,
Mon Apr 13 2015,7:30p,Chicago Bulls,113,Brooklyn Nets,86,Box Score,,17732,
Mon Apr 13 2015,7:30p,Orlando Magic,93,Miami Heat,100,Box Score,,19600,
Mon Apr 13 2015,8:00p,New Orleans Pelicans,100,Minnesota Timberwolves,88,Box Score,,13009,
Mon Apr 13 2015,8:00p,Portland Trail Blazers,90,Oklahoma City Thunder,101,Box Score,,18203,
Mon Apr 13 2015,9:00p,Dallas Mavericks,92,Utah Jazz,109,Box Score,,19911,
Mon Apr 13 2015,10:00p,Los Angeles Lakers,92,Sacramento Kings,102,Box Score,,17317,
Mon Apr 13 2015,10:30p,Memphis Grizzlies,107,Golden State Warriors,111,Box Score,,19596,
Mon Apr 13 2015,10:30p,Denver Nuggets,103,Los Angeles Clippers,110,Box Score,,19060,
Tue Apr 14 2015,7:30p,Toronto Raptors,93,Boston Celtics,95,Box Score,,18624,
Tue Apr 14 2015,8:00p,Washington Wizards,95,Indiana Pacers,99,Box Score,2OT,18165,
Tue Apr 14 2015,10:30p,Los Angeles Clippers,112,Phoenix Suns,101,Box Score,,18055,
Wed Apr 15 2015,7:00p,Charlotte Hornets,87,Toronto Raptors,92,Box Score,,19800,
Wed Apr 15 2015,8:00p,Orlando Magic,88,Brooklyn Nets,101,Box Score,,17098,
Wed Apr 15 2015,8:00p,Atlanta Hawks,85,Chicago Bulls,91,Box Score,,22172,
Wed Apr 15 2015,8:00p,Washington Wizards,108,Cleveland Cavaliers,113,Box Score,OT,20562,
Wed Apr 15 2015,8:00p,Portland Trail Blazers,98,Dallas Mavericks,114,Box Score,,20352,
Wed Apr 15 2015,8:00p,Utah Jazz,91,Houston Rockets,117,Box Score,,18320,
Wed Apr 15 2015,8:00p,Boston Celtics,105,Milwaukee Bucks,100,Box Score,,17316,
Wed Apr 15 2015,8:00p,Oklahoma City Thunder,138,Minnesota Timberwolves,113,Box Score,,18250,
Wed Apr 15 2015,8:00p,San Antonio Spurs,103,New Orleans Pelicans,108,Box Score,,18524,
Wed Apr 15 2015,8:00p,Detroit Pistons,112,New York Knicks,90,Box Score,,19812,
Wed Apr 15 2015,8:00p,Miami Heat,105,Philadelphia 76ers,101,Box Score,,14476,
Wed Apr 15 2015,9:30p,Indiana Pacers,83,Memphis Grizzlies,95,Box Score,,17109,
Wed Apr 15 2015,10:30p,Denver Nuggets,126,Golden State Warriors,133,Box Score,,19596,
Wed Apr 15 2015,10:30p,Sacramento Kings,122,Los Angeles Lakers,99,Box Score,,18997,
Sat Apr 18 2015,12:30p,Washington Wizards,93,Toronto Raptors,86,Box Score,OT,19800,
Sat Apr 18 2015,3:30p,New Orleans Pelicans,99,Golden State Warriors,106,Box Score,,19596,
Sat Apr 18 2015,7:00p,Milwaukee Bucks,91,Chicago Bulls,103,Box Score,,21812,
Sat Apr 18 2015,9:30p,Dallas Mavericks,108,Houston Rockets,118,Box Score,,18231,
Sun Apr 19 2015,3:00p,Boston Celtics,100,Cleveland Cavaliers,113,Box Score,,20562,
Sun Apr 19 2015,5:30p,Brooklyn Nets,92,Atlanta Hawks,99,Box Score,,18440,
Sun Apr 19 2015,8:00p,Portland Trail Blazers,86,Memphis Grizzlies,100,Box Score,,18119,
Sun Apr 19 2015,10:30p,San Antonio Spurs,92,Los Angeles Clippers,107,Box Score,,19309,
Mon Apr 20 2015,8:00p,Milwaukee Bucks,82,Chicago Bulls,91,Box Score,,21661,
Mon Apr 20 2015,10:30p,New Orleans Pelicans,87,Golden State Warriors,97,Box Score,,19596,
Tue Apr 21 2015,7:00p,Boston Celtics,91,Cleveland Cavaliers,99,Box Score,,20562,
Tue Apr 21 2015,8:00p,Washington Wizards,117,Toronto Raptors,106,Box Score,,19800,
Tue Apr 21 2015,9:30p,Dallas Mavericks,99,Houston Rockets,111,Box Score,,18243,
Wed Apr 22 2015,7:00p,Brooklyn Nets,91,Atlanta Hawks,96,Box Score,,18207,
Wed Apr 22 2015,8:00p,Portland Trail Blazers,82,Memphis Grizzlies,97,Box Score,,18119,
Wed Apr 22 2015,10:30p,San Antonio Spurs,111,Los Angeles Clippers,107,Box Score,OT,19482,
Thu Apr 23 2015,7:00p,Cleveland Cavaliers,103,Boston Celtics,95,Box Score,,18624,
Thu Apr 23 2015,8:00p,Chicago Bulls,113,Milwaukee Bucks,106,Box Score,2OT,18717,
Thu Apr 23 2015,9:30p,Golden State Warriors,123,New Orleans Pelicans,119,Box Score,OT,18444,
Fri Apr 24 2015,7:00p,Houston Rockets,130,Dallas Mavericks,128,Box Score,,20651,
Fri Apr 24 2015,8:00p,Toronto Raptors,99,Washington Wizards,106,Box Score,,20356,
Fri Apr 24 2015,9:30p,Los Angeles Clippers,73,San Antonio Spurs,100,Box Score,,18581,
Sat Apr 25 2015,3:00p,Atlanta Hawks,83,Brooklyn Nets,91,Box Score,,17732,
Sat Apr 25 2015,5:30p,Chicago Bulls,90,Milwaukee Bucks,92,Box Score,,18717,
Sat Apr 25 2015,8:00p,Golden State Warriors,109,New Orleans Pelicans,98,Box Score,,18443,
Sat Apr 25 2015,10:30p,Memphis Grizzlies,115,Portland Trail Blazers,109,Box Score,,19945,
Sun Apr 26 2015,1:00p,Cleveland Cavaliers,101,Boston Celtics,93,Box Score,,18624,
Sun Apr 26 2015,3:30p,Los Angeles Clippers,114,San Antonio Spurs,105,Box Score,,18581,
Sun Apr 26 2015,6:30p,Toronto Raptors,94,Washington Wizards,125,Box Score,,20356,
Sun Apr 26 2015,9:00p,Houston Rockets,109,Dallas Mavericks,121,Box Score,,20589,
Mon Apr 27 2015,7:00p,Atlanta Hawks,115,Brooklyn Nets,120,Box Score,OT,17732,
Mon Apr 27 2015,8:00p,Milwaukee Bucks,94,Chicago Bulls,88,Box Score,,21814,
Mon Apr 27 2015,10:30p,Memphis Grizzlies,92,Portland Trail Blazers,99,Box Score,,19541,
Tue Apr 28 2015,8:00p,Dallas Mavericks,94,Houston Rockets,103,Box Score,,18231,
Tue Apr 28 2015,10:30p,San Antonio Spurs,111,Los Angeles Clippers,107,Box Score,,19571,
Wed Apr 29 2015,7:00p,Brooklyn Nets,97,Atlanta Hawks,107,Box Score,,18105,
Wed Apr 29 2015,9:30p,Portland Trail Blazers,93,Memphis Grizzlies,99,Box Score,,18119,
Thu Apr 30 2015,7:00p,Chicago Bulls,120,Milwaukee Bucks,66,Box Score,,18717,
Thu Apr 30 2015,9:30p,Los Angeles Clippers,102,San Antonio Spurs,96,Box Score,,18581,
Fri May 1 2015,8:00p,Atlanta Hawks,111,Brooklyn Nets,87,Box Score,,17732,
Sat May 2 2015,8:00p,San Antonio Spurs,109,Los Angeles Clippers,111,Box Score,,19588,
Sun May 3 2015,1:00p,Washington Wizards,104,Atlanta Hawks,98,Box Score,,18148,
Sun May 3 2015,3:30p,Memphis Grizzlies,86,Golden State Warriors,101,Box Score,,19596,
Mon May 4 2015,7:00p,Chicago Bulls,99,Cleveland Cavaliers,92,Box Score,,20562,
Mon May 4 2015,9:30p,Los Angeles Clippers,117,Houston Rockets,101,Box Score,,18231,
Tue May 5 2015,8:00p,Washington Wizards,90,Atlanta Hawks,106,Box Score,,18131,
Tue May 5 2015,10:30p,Memphis Grizzlies,97,Golden State Warriors,90,Box Score,,19596,
Wed May 6 2015,7:00p,Chicago Bulls,91,Cleveland Cavaliers,106,Box Score,,20562,
Wed May 6 2015,9:30p,Los Angeles Clippers,109,Houston Rockets,115,Box Score,,18310,
Fri May 8 2015,8:00p,Cleveland Cavaliers,96,Chicago Bulls,99,Box Score,,22246,
Fri May 8 2015,10:30p,Houston Rockets,99,Los Angeles Clippers,124,Box Score,,19367,
Sat May 9 2015,5:00p,Atlanta Hawks,101,Washington Wizards,103,Box Score,,20356,
Sat May 9 2015,8:00p,Golden State Warriors,89,Memphis Grizzlies,99,Box Score,,18119,
Sun May 10 2015,3:30p,Cleveland Cavaliers,86,Chicago Bulls,84,Box Score,,22256,
Sun May 10 2015,8:30p,Houston Rockets,95,Los Angeles Clippers,128,Box Score,,19490,
Mon May 11 2015,7:00p,Atlanta Hawks,106,Washington Wizards,101,Box Score,,20356,
